llave,nombre_ins,creacion00,direg15,cdpr15,cdcan15,cddis15,regplan15,zona15,mit_15,mih_15,rt_15,rh_15,aprobt_15,aprobh_15,reprot_15,reproh_15,desa_15,desah_15,desert_15,deserh_15,act_15,ach_15,nst_15,nsh_15,sit_15,sih_15,embt_15,embmenor_15,embmayor_15,aat15,aab15,apt15,apb15,aest15,aesb15,aaet15,aaeb15,anat15,anab15,inft15,infb15,olat15,olab15,salt15,salb15,comt15,comb15,bibt15,bibb15,gimt15,gimb15,talt_ai15,talb_ai15,otalt15,otalb15,sodt15,sodb15,indt15,indb15,lavt15,lavb15,sant15,sanb15,tvt15,tvb15,vbt15,vbb15,dvdt15,dvdb15,cetoi15,cetos15,cepei15,cepes15,cepai15,cepas15,ceadi15,ceads15,cptoi15,cptos15,cppei15,cppes15,cppai15,cppas15,cpadi15,cpads15,bib15,sal15,pla15,aux15,serv_int15,expto_15,expdef_15,exptem_15,agrve_15,agrvep_15,agrveo_15,agrfe_15,agrfep_15,agrfeo_15,agree_15,agreep_15,agreeo_15,agrre_15,agrrep_15,agrreo_15,agrde_15,agrdep_15,agrdeo_15,agroe_15,agroep_15,agroeo_15,int_15,inht_15,rit_15,rih_15,frt_15,frh_15,itt_15,ith_15,extrant_15,extranh_15
3094,NARANJO,1933,6,3,304,30401,1,1,86,47,2,2,81,42,3,3,4,1,2,2,0,0,27,14,8,6,0,0,0,3,3,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,6,6,4,4,0,0,0,0,1,1,1,1,7,4,0,0,4,1,3,3,0,0,0,0,0,0,0,0,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,47,0,0,0,0,0,0,7,4
3096,JORGE DEBRAVO,1987,6,3,305,30501,1,1,108,50,0,0,104,49,0,0,0,0,3,1,4,2,8,5,1,1,0,0,0,8,8,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,6,6,5,5,1,1,0,0,5,5,0,0,3,0,0,0,0,0,3,0,0,1,0,1,0,0,0,0,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,50,0,0,0,0,0,0,1,0
3098,DOMINICA,1947,6,3,305,30501,1,1,53,31,1,1,48,27,0,0,0,0,5,4,0,0,0,0,33,20,0,0,0,4,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3,3,2,2,3,3,0,0,0,0,0,0,6,6,0,0,6,6,0,0,0,0,0,0,0,0,0,0,2,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,31,0,0,0,0,0,0,0,0
3100,INTERAMERICANA C.A.T.I.E.,1972,6,3,305,30501,1,1,127,65,0,0,124,64,0,0,0,0,3,1,0,0,17,10,0,0,0,0,0,7,7,3,3,0,0,0,0,0,0,1,1,0,0,1,1,2,2,0,0,1,1,0,0,0,0,1,1,9,9,9,9,1,1,4,4,4,4,1,1,5,0,0,0,0,0,5,0,30,0,25,0,2,0,3,0,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127,65,0,0,0,0,0,0,12,5
3102,ALTO DE VARAS,1963,6,3,305,30511,1,1,14,5,1,1,14,5,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,2,5,5,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3104,AZUL,1952,6,3,305,30511,1,1,136,73,5,3,134,67,7,5,0,0,-4,2,0,0,42,26,10,5,0,0,0,7,6,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,7,5,3,2,0,0,3,2,1,1,2,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,2,2,2,1,0,0,0,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,136,73,0,0,0,0,0,0,2,1
3106,FRANCISCO BONILLA WEPOL,1939,6,3,305,30501,1,1,67,33,1,0,65,31,2,2,0,0,0,0,0,0,13,6,3,2,0,0,0,4,4,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,6,6,2,2,0,0,3,3,0,0,3,2,4,0,3,0,0,0,1,0,1,0,0,0,0,0,1,0,2,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,33,0,0,0,0,0,0,0,0
3108,SAN RAFAEL,1968,6,3,305,30501,1,1,39,23,0,0,36,21,2,1,0,0,1,1,0,0,17,11,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,4,4,4,4,4,4,1,1,1,1,1,1,43,0,42,0,0,0,1,0,43,0,42,0,0,0,1,0,2,2,1,2,1,0,0,0,12,2,0,10,0,0,4,3,0,0,0,0,2,0,0,0,0,0,39,23,0,0,0,0,0,0,0,0
3110,EL RECREO,1955,6,3,305,30501,1,1,35,20,0,0,,,,,,,,,,,,,,,,,,5,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3,3,1,1,0,0,2,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,2,1,2,1,,,,,,,,,,,,,,,,,,,,,,35,20,0,0,0,0,0,0,0,0
3112,ENRIQUE PACHECO,1916,6,3,305,30501,1,1,6,3,0,0,6,3,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2,2,1,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3114,JESUS MARIA,1955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3116,LA ESMERALDA,1914,6,3,305,30501,1,1,9,6,0,0,11,7,0,0,0,0,-2,-1,0,0,9,7,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2,2,1,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3118,LA MARGOT,1948,6,3,305,30501,1,1,122,59,0,0,132,62,3,2,0,0,-13,-5,3,1,30,16,4,2,0,0,0,6,6,2,2,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122,59,0,0,0,0,0,0,1,1
3120,MURCIA,1950,6,3,305,30501,1,1,5,1,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,99,99,99,99,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3122,NUESTRA SRA. DE SION,1951,6,3,305,30501,1,1,349,163,0,0,345,159,2,0,0,0,2,2,18,6,22,11,1,0,0,0,0,13,13,2,2,0,0,0,0,0,0,1,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,1,21,21,13,13,1,1,1,1,3,3,1,1,5,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,1,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,349,163,0,0,0,0,0,0,0,0
3124,JUANA DENNIS VIVES,1965,6,3,305,30501,1,1,67,31,1,0,64,31,2,0,0,0,1,0,0,0,10,2,0,0,0,0,0,6,6,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,31,0,0,0,0,0,0,0,0
3126,JENARO BONILLA AGUILAR,1908,6,3,305,30501,1,1,391,207,11,7,372,198,12,6,0,0,7,3,1,1,56,36,1,0,0,0,0,18,18,0,0,1,1,1,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,1,10,10,3,3,1,1,2,2,4,3,0,0,28,2,26,0,0,1,2,1,2,6,2,0,0,5,0,1,1,2,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,391,207,0,0,0,0,0,0,6,2
3128,SAN JUAN SUR,1934,6,3,305,30501,1,1,88,43,0,0,94,47,1,1,0,0,-6,-4,0,0,19,13,0,0,0,0,0,3,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,5,5,5,5,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,43,0,0,0,0,0,0,0,0
3130,MARIANO CORTES CORTES,1961,6,3,305,30501,1,1,551,287,0,0,538,282,1,0,0,0,14,9,11,6,98,58,0,0,0,0,0,18,18,1,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,18,18,16,0,4,0,3,0,4,4,1,0,25,0,19,0,4,0,2,0,6,0,0,0,5,0,1,0,1,2,1,1,1,0,0,0,10,3,0,5,0,0,3,0,0,0,2,0,2,0,0,0,0,0,362,189,0,0,0,0,0,0,3,1
3132,DR.VALERIANO FERNANDEZ F.,1925,6,3,305,30511,1,1,327,180,11,11,310,169,16,8,1,0,1,3,0,0,69,41,3,1,0,0,0,22,22,3,3,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,1,1,1,1,1,0,0,1,1,10,9,8,7,1,1,1,0,3,3,0,0,4,0,1,0,1,0,2,0,5,0,5,0,0,0,0,0,1,2,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,327,180,0,0,0,0,327,180,1,1
3134,RAFAEL FUENTES PIEDRA,1910,6,3,305,30501,1,1,104,49,3,2,99,49,4,2,0,0,1,-2,0,0,29,16,3,3,0,0,0,4,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,2,2,5,3,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,2,1,1,2,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,104,49,0,0,0,0,0,0,0,0
3136,LAS AMERICAS,1953,6,3,305,30501,1,1,96,56,4,2,86,50,3,3,0,0,7,3,36,18,0,0,0,0,0,0,0,7,7,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,8,8,6,6,0,0,4,4,1,1,1,1,0,0,0,0,0,0,0,0,2,2,0,0,1,1,1,1,2,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,56,0,0,0,0,0,0,0,0
3138,PAVAS,1949,6,3,305,30501,1,1,6,4,0,0,6,4,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1
3140,ATIRRO,1918,6,3,305,30502,1,1,13,6,0,0,5,2,3,1,0,0,5,3,0,0,6,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3142,CHITARIA,1953,6,3,305,30506,1,1,85,49,8,7,84,49,0,0,0,0,2,0,0,0,18,12,4,3,0,0,0,5,5,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,8,8,10,10,0,0,4,4,2,2,1,1,1,13,0,13,0,0,1,0,0,2,0,1,0,0,0,1,2,2,2,1,2,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,49,0,0,0,0,0,0,0,0
3144,RAFAEL ARAYA SEGURA,1927,6,3,305,30506,1,1,58,33,1,1,55,31,3,2,0,0,0,0,0,0,0,0,2,1,0,0,0,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,1,0,1,1,1,0,0,2,0,0,0,0,0,2,1,0,0,0,0,0,1,0,2,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,33,0,0,0,0,0,0,0,0
3146,EL SILENCIO,1962,6,3,305,30502,1,1,34,15,0,0,31,14,0,0,0,0,3,1,0,0,12,5,0,0,0,0,0,3,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,2,2,0,1,1,1,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,15,0,0,0,0,0,0,1,1
3148,ESLABON,1944,6,3,305,30506,1,1,41,24,0,0,40,25,0,0,0,0,-1,-1,0,0,14,10,0,0,0,0,0,4,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,7,6,5,4,1,1,2,1,0,0,0,33,0,30,0,3,0,0,0,2,0,0,0,2,0,0,2,2,1,2,2,1,0,1,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,24,0,0,0,0,0,0,0,0
3150,CANADA,1962,6,3,305,30502,1,1,180,100,3,1,165,93,21,9,0,0,-6,-2,0,0,45,25,7,6,0,0,0,7,0,2,2,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,6,0,2,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,2,0,0,0,0,0,2,0,2,2,1,2,1,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140,82,0,0,0,0,0,0,1,0
3152,RODOLFO HERZOG MULLER,1916,6,3,305,30502,1,1,323,160,19,8,305,149,15,7,0,0,3,4,2,1,70,39,2,0,0,0,0,15,15,2,2,1,1,0,0,0,0,1,1,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,11,9,5,4,1,1,4,4,2,2,2,2,33,1,30,0,1,0,2,1,11,0,10,0,1,0,0,0,1,2,1,1,1,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,323,160,0,0,0,0,0,0,2,1
3154,LAS COLONIAS,1957,6,3,305,30502,1,1,43,26,1,1,38,22,5,5,1,1,0,-1,0,0,23,13,0,0,0,0,0,3,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,4,4,4,4,1,1,1,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,26,0,0,0,0,0,0,0,0
3156,PACUARE,1975,6,3,305,30503,1,2,6,3,1,1,4,2,0,0,0,0,2,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,99,99,99,99,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3158,PACAYITAS,1939,6,3,305,30502,1,1,35,21,0,0,33,19,0,0,0,0,2,2,0,0,5,4,0,0,0,0,0,5,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,2,2,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,27,25,25,2,2,0,0,2,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,21,0,0,0,0,0,0,0,0
3160,EL CARMEN,1972,6,3,305,30502,1,1,17,10,1,1,19,11,0,0,0,0,0,0,9,6,0,0,0,0,0,0,0,4,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3,3,2,2,0,0,0,0,0,0,0,0,1,33,0,30,0,3,1,0,0,0,0,0,0,0,0,0,2,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,10,0,0,0,0,0,0,0,0
3162,JABILLOS,1958,6,3,305,30506,1,1,111,52,2,1,104,53,10,6,0,0,-3,-7,1,1,36,15,1,1,0,0,0,5,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,6,6,2,2,0,0,1,1,1,1,2,0,0,0,2,0,0,0,4,0,4,0,0,0,0,0,1,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111,52,0,0,0,0,0,0,0,0
3164,MOLLEJONES,1964,6,3,305,30502,1,1,31,19,0,0,31,19,0,0,0,0,0,0,0,0,10,7,0,0,0,0,0,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1,0,0,2,2,1,1,0,0,0,0,0,0,0,0,0,0,3,0,2,0,1,0,0,0,2,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,19,0,0,0,0,0,0,1,0
3166,BLAS SOLANO PEREZ,1942,6,3,305,30506,1,1,31,13,1,0,31,13,1,0,0,0,-1,0,0,0,14,5,0,0,0,0,0,4,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0,1,0,1,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,13,0,0,0,0,0,0,2,0
3168,IGNACIO FUENTES MOLINA,1969,6,3,305,30506,1,1,11,4,0,0,12,5,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3170,SANTA CRISTINA,1981,6,3,305,30502,1,1,12,8,0,0,12,8,1,1,0,0,0,0,0,0,3,3,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3172,SAN VICENTE,1970,6,3,305,30502,1,1,6,4,0,0,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,2,2,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,3,1,3,3,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3174,AQUIARES,1912,6,3,305,30509,1,1,88,49,0,0,86,48,1,1,0,0,1,0,0,0,34,20,0,0,0,0,0,8,8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,8,8,7,7,0,0,1,1,1,1,0,0,3,0,2,0,0,0,1,0,1,0,0,0,1,0,0,0,2,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,49,0,0,0,0,0,0,1,1
3176,CARLOS LUIS CASTRO ARCE,1971,6,3,305,30505,1,2,57,27,0,0,61,27,1,0,0,0,-5,0,0,0,39,14,0,0,0,0,0,4,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,4,4,5,5,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,4,0,3,0,1,0,0,0,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,27,0,0,0,0,0,0,0,0
3178,CIMARRON,1953,6,3,305,30505,1,2,48,26,1,1,56,29,0,0,0,0,-8,-3,0,0,11,4,0,0,0,0,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3,3,0,0,4,4,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,26,0,0,0,0,0,0,0,0
3180,EL SEIS,1978,6,3,305,30503,1,2,17,10,1,0,18,10,0,0,0,0,-1,0,0,0,8,4,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,1,4,4,1,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,2,2,1,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
3182,GUAYABO,1961,6,3,305,30504,1,2,27,12,0,0,22,11,1,0,0,0,4,1,0,0,13,7,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,99,99,99,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3184,EL CARMEN,1966,6,3,305,30504,1,2,18,11,0,0,20,11,1,0,0,0,-3,0,0,0,0,0,1,1,0,0,0,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,4,4,2,2,0,0,2,1,1,1,1,1,3,0,0,0,3,0,0,0,1,0,0,0,1,0,0,0,2,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,9,0,0,0,0,0,0,0,0
3186,DULCE NOMBRE,1967,6,3,305,30505,1,2,17,10,4,2,17,10,0,0,0,0,0,0,1,1,0,0,2,1,0,0,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,2,1,2,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3188,PALOMO,1961,6,3,305,30505,1,2,23,13,2,1,25,14,0,0,0,0,-2,-1,0,0,3,2,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,2,2,2,0,0,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3190,EL SITIO DE LAS ABRAS,1985,6,3,305,30504,1,2,11,8,0,0,11,8,0,0,0,0,0,0,0,0,11,8,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,0,0,2,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3192,JULIA FERNANDEZ DE CORTES,1932,6,3,305,30504,1,2,49,22,1,0,50,23,1,0,0,0,-1,-1,0,0,16,9,3,1,0,0,0,4,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,4,4,3,3,1,1,0,0,1,1,0,0,1,3,0,2,1,1,0,0,2,0,1,0,1,0,0,0,99,99,99,99,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,22,0,0,0,0,0,0,1,0
3194,LA REUNION,1962,6,3,305,30504,1,2,8,6,0,0,6,4,1,1,0,0,1,1,0,0,3,3,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,2,2,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3196,SANTA TERESITA,1953,6,3,305,30505,1,2,110,59,5,3,102,54,2,1,1,1,6,4,1,0,25,16,2,1,0,0,0,6,6,1,1,0,0,0,0,0,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,9,9,9,9,1,1,1,1,1,1,0,0,9,0,8,0,0,0,1,0,0,0,0,0,0,0,0,0,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,59,0,0,0,0,0,0,1,1
